"Date","Time","Temp","SpCond","Cond","Resist","TDS","Sal","Press","Depth","pH","pH","Chl","Chl","Turbid+","ODOsat","ODO","Battery"
"Y/M/D","HH:MM:SS","C","uS","uS","Ohm*cm","g/L","ppt","psir","meters","","mV","ug/L","RFU","NTU","%","mg/L","volts"
"2020/04/03","17:43:27",14.37,27038,21549,46.4051,17.57,16.63,4.296,2.990,8.08,-103.6,1.38,0.29,4.6,95.5,8.81,14.5
"2020/04/03","17:49:28",14.38,26994,21518,46.4736,17.54,16.60,4.264,2.968,8.08,-103.7,1.40,0.29,4.4,94.8,8.75,14.5
"2020/04/03","17:55:28",14.38,26909,21449,46.6228,17.49,16.54,4.231,2.945,8.08,-103.6,1.86,0.39,4.3,95.2,8.79,14.4
"2020/04/03","18:01:27",14.40,27233,21717,46.0462,17.70,16.76,4.193,2.918,8.07,-103.1,1.30,0.27,4.4,94.5,8.70,14.4
"2020/04/03","18:07:28",14.40,27351,21814,45.8411,17.77,16.84,4.153,2.890,8.07,-102.9,1.19,0.25,4.2,93.0,8.57,14.5
"2020/04/03","18:13:28",14.41,27660,22066,45.3187,17.97,17.05,4.114,2.863,8.06,-102.3,1.11,0.23,4.3,92.2,8.48,14.5
"2020/04/03","18:19:28",14.41,28440,22686,44.0799,18.48,17.57,4.071,2.831,8.05,-101.9,1.15,0.24,5.1,88.5,8.11,14.5
"2020/04/03","18:25:27",14.40,28873,23024,43.4321,18.76,17.86,4.023,2.798,8.07,-102.7,0.98,0.20,5.2,91.7,8.40,14.3
"2020/04/03","18:31:27",14.51,27219,21767,45.9409,17.69,16.75,3.974,2.766,8.10,-104.8,1.79,0.37,7.3,99.7,9.17,14.4
"2020/04/03","18:37:28",14.48,27076,21633,46.2250,17.59,16.65,3.923,2.731,8.12,-105.7,1.39,0.29,5.9,100.5,9.25,14.4
"2020/04/03","18:43:28",14.44,27310,21804,45.8637,17.75,16.81,3.870,2.693,8.11,-105.4,1.86,0.39,5.5,99.6,9.17,14.4
"2020/04/03","18:49:27",14.40,27721,22108,45.2326,18.01,17.09,3.819,2.657,8.11,-105.4,1.09,0.23,5.7,98.4,9.05,14.4
"2020/04/03","18:55:27",14.49,27493,21973,45.5101,17.87,16.93,3.769,2.623,8.12,-105.9,1.97,0.41,5.9,100.6,9.24,14.4
"2020/04/03","19:01:28",14.47,27598,22049,45.3538,17.93,17.00,3.715,2.586,8.12,-106.0,1.64,0.34,5.9,100.2,9.20,14.4
"2020/04/03","19:07:27",14.42,28130,22447,44.5498,18.28,17.36,3.663,2.548,8.12,-105.7,1.58,0.33,7.3,99.5,9.13,14.4
"2020/04/03","19:13:27",14.44,28278,22575,44.2973,18.38,17.46,3.608,2.510,8.12,-105.5,1.63,0.34,7.9,99.9,9.16,14.4
"2020/04/03","19:19:28",14.45,28710,22925,43.6199,18.66,17.75,3.557,2.474,8.12,-105.8,1.54,0.32,7.1,100.4,9.18,14.4
"2020/04/03","19:25:27",14.46,28738,22955,43.5633,18.68,17.77,3.506,2.438,8.11,-105.5,1.42,0.30,7.5,100.1,9.15,14.4
"2020/04/03","19:31:28",14.44,28815,23001,43.4764,18.73,17.83,3.455,2.403,8.12,-105.8,1.79,0.37,11.1,99.9,9.13,14.4
"2020/04/03","19:37:28",14.39,29275,23342,42.8416,19.02,18.14,3.401,2.365,8.11,-105.5,1.19,0.25,8.9,98.6,9.01,14.4
"2020/04/03","19:43:28",14.37,29871,23804,42.0094,19.41,18.54,3.353,2.330,8.12,-105.7,1.54,0.32,8.7,98.8,9.01,14.4
"2020/04/03","19:49:28",14.43,29879,23848,41.9328,19.42,18.55,3.310,2.300,8.12,-105.8,1.39,0.29,9.8,99.1,9.02,14.5
"2020/04/03","19:55:28",14.51,29110,23275,42.9647,18.92,18.03,3.266,2.271,8.13,-106.4,1.57,0.33,13.0,100.6,9.17,14.5
"2020/04/03","20:01:28",14.63,28058,22498,44.4483,18.23,17.32,3.220,2.240,8.13,-106.8,1.86,0.39,13.4,101.7,9.29,14.5
"2020/04/03","20:07:28",14.63,27519,22068,45.3137,17.88,16.95,3.174,2.209,8.13,-106.2,1.77,0.37,14.1,101.0,9.25,14.5
"2020/04/03","20:13:28",14.59,28107,22519,44.4078,18.27,17.35,3.130,2.177,8.11,-105.3,2.12,0.44,15.9,99.9,9.14,14.4
"2020/04/03","20:19:27",14.59,28352,22717,44.0193,18.42,17.51,3.087,2.147,8.11,-105.0,2.29,0.48,14.7,100.1,9.15,14.5
"2020/04/03","20:25:28",14.62,27533,22075,45.2997,17.89,16.96,3.042,2.117,8.12,-105.9,1.65,0.34,9.7,101.5,9.30,14.4
"2020/04/03","20:31:28",14.59,27078,21693,46.0980,17.60,16.66,2.998,2.087,8.12,-106.1,2.12,0.44,10.3,101.1,9.28,14.4
"2020/04/03","20:37:28",14.63,26572,21309,46.9283,17.27,16.32,2.950,2.054,8.13,-106.2,2.12,0.44,10.1,101.4,9.33,14.4
"2020/04/03","20:43:28",14.67,26347,21149,47.2837,17.12,16.17,2.908,2.025,8.13,-106.2,1.98,0.41,8.4,102.0,9.38,14.4
"2020/04/03","20:49:27",14.63,25971,20826,48.0176,16.88,15.91,2.863,1.994,8.12,-106.0,2.07,0.43,10.0,100.9,9.30,14.4
"2020/04/03","20:55:27",14.70,25629,20586,48.5757,16.65,15.69,2.822,1.966,8.11,-105.4,2.30,0.48,9.5,101.1,9.32,14.5
